function,nb_points,nb_neighbors,feature_set,nb_calls,total_time,total_time_per_call,cum_tume,cum_time_per_call
extract.py:14(<module>),10000,20,full,1,2.4e-05,2.4e-05,0.746138,0.746138
extract.py:33(build_neighborhood),10000,20,full,10000,0.060563,6.0563e-06,2.311873,0.0002311873
__init__.py:4(<module>),10000,20,full,1,1e-06,1e-06,1e-06,1e-06
io.py:14(xyz),10000,20,full,1,0.001792,0.001792,24.649238999999998,24.649238999999998
io.py:82(write_features),10000,20,full,1,0.058612,0.058612,69.536345,69.536345
io.py:5(<module>),10000,20,full,1,7e-06,7e-06,0.013002999999999999,0.013002999999999999
features.py:54(normalized_eigenvalues),50000,20,eigenvalues,100000,0.385969,3.85969e-06,0.759242,7.59242e-06
features.py:72(triangle_variance_space),50000,20,eigenvalues,50000,0.23352299999999998,4.670459999999999e-06,0.6323909999999999,1.2647819999999999e-05
features.py:115(compute_3D_features),50000,20,eigenvalues,50000,0.484114,9.682279999999999e-06,1.466959,2.9339179999999997e-05
features.py:6(<module>),50000,20,eigenvalues,1,8e-06,8e-06,0.28848999999999997,0.28848999999999997
extract.py:124(eigen_features),50000,20,eigenvalues,50001,1.3378059999999998,2.675558488830223e-05,25.403789,0.0005080656186876262
extract.py:14(<module>),50000,20,eigenvalues,1,2.8e-05,2.8e-05,0.716757,0.716757
extract.py:33(build_neighborhood),50000,20,eigenvalues,50000,0.144281,2.8856199999999997e-06,7.747293,0.00015494586
__init__.py:4(<module>),50000,20,eigenvalues,1,1e-06,1e-06,1e-06,1e-06
io.py:14(xyz),50000,20,eigenvalues,1,0.00137,0.00137,25.188285999999998,25.188285999999998
io.py:82(write_features),50000,20,eigenvalues,1,0.12981199999999998,0.12981199999999998,27.403409,27.403409
io.py:5(<module>),50000,20,eigenvalues,1,1.1e-05,1.1e-05,0.013193,0.013193
features.py:54(normalized_eigenvalues),1000,100,eigenvalues,2000,0.008841,4.4205e-06,0.017404,8.701999999999999e-06
features.py:72(triangle_variance_space),1000,100,eigenvalues,1000,0.00516,5.16e-06,0.014227,1.4227e-05
features.py:115(compute_3D_features),1000,100,eigenvalues,1000,0.011146999999999999,1.1146999999999998e-05,0.033694,3.3694e-05
features.py:6(<module>),1000,100,eigenvalues,1,9e-06,9e-06,0.286914,0.286914
extract.py:124(eigen_features),1000,100,eigenvalues,1001,0.034249999999999996,3.421578421578421e-05,0.571058,0.0005704875124875124
extract.py:14(<module>),1000,100,eigenvalues,1,2.4999999999999998e-05,2.4999999999999998e-05,0.8504079999999999,0.8504079999999999
extract.py:33(build_neighborhood),1000,100,eigenvalues,1000,0.0034419999999999997,3.442e-06,0.155381,0.00015538099999999998
__init__.py:4(<module>),1000,100,eigenvalues,1,0.0,0.0,0.0,0.0
io.py:14(xyz),1000,100,eigenvalues,1,0.001536,0.001536,25.608794,25.608794
io.py:82(write_features),1000,100,eigenvalues,1,0.003267,0.003267,0.618804,0.618804
io.py:5(<module>),1000,100,eigenvalues,1,9.999999999999999e-06,9.999999999999999e-06,0.014936,0.014936
features.py:12(accumulation_2d_neighborhood),1000,20,full,1,0.000174,0.000174,0.067767,0.067767
features.py:54(normalized_eigenvalues),1000,20,full,2000,0.010001,5.0005e-06,0.019412,9.706e-06
features.py:72(triangle_variance_space),1000,20,full,1000,0.005886,5.886e-06,0.014938,1.4938e-05
features.py:115(compute_3D_features),1000,20,full,1000,0.011495,1.1495e-05,0.035391,3.5391e-05
features.py:148(compute_2D_features),1000,20,full,1000,0.00485,4.85e-06,0.007794,7.794e-06
features.py:168(compute_3D_properties),1000,20,full,1000,0.008098,8.098e-06,0.08261199999999999,8.261199999999999e-05
features.py:211(<listcomp>),1000,20,full,1000,0.042848,4.2848e-05,0.045624,4.5623999999999996e-05
features.py:195(compute_2D_properties),1000,20,full,1000,0.0056489999999999995,5.649e-06,0.052682,5.2682e-05
features.py:218(verticality_coefficient),1000,20,full,1000,0.002768,2.768e-06,0.003185,3.185e-06
features.py:6(<module>),1000,20,full,1,4.9999999999999996e-06,4.9999999999999996e-06,0.22628199999999998,0.22628199999999998
extract.py:56(retrieve_accumulation_features),1000,20,full,1000,0.020689,2.0688999999999998e-05,4.623965,0.004623965
extract.py:183(all_features),1000,20,full,1001,0.057936999999999995,5.7879120879120874e-05,5.753856,0.005748107892107892
extract.py:14(<module>),1000,20,full,1,1.8999999999999998e-05,1.8999999999999998e-05,0.727204,0.727204
extract.py:33(build_neighborhood),1000,20,full,1000,0.005275,5.275e-06,0.161817,0.000161817
__init__.py:4(<module>),1000,20,full,1,1e-06,1e-06,1e-06,1e-06
io.py:14(xyz),1000,20,full,1,0.001869,0.001869,24.810084,24.810084
io.py:82(write_features),1000,20,full,1,0.005124,0.005124,5.835198,5.835198
io.py:5(<module>),1000,20,full,1,9.999999999999999e-06,9.999999999999999e-06,0.015358,0.015358
features.py:12(accumulation_2d_neighborhood),50000,100,full,1,0.000194,0.000194,0.093177,0.093177
features.py:54(normalized_eigenvalues),50000,100,full,100000,0.659053,6.59053e-06,1.273729,1.2737289999999998e-05
features.py:72(triangle_variance_space),50000,100,full,50000,0.375048,7.50096e-06,0.970479,1.940958e-05
features.py:115(compute_3D_features),50000,100,full,50000,0.739193,1.478386e-05,2.254619,4.509238e-05
features.py:148(compute_2D_features),50000,100,full,50000,0.325837,6.51674e-06,0.5167149999999999,1.0334299999999999e-05
features.py:168(compute_3D_properties),50000,100,full,50000,0.471367,9.42734e-06,5.184889999999999,0.00010369779999999998
features.py:211(<listcomp>),50000,100,full,50000,11.832397,0.00023664794,12.446332,0.00024892664
features.py:195(compute_2D_properties),50000,100,full,50000,0.41973,8.3946e-06,13.063089,0.00026126178
features.py:218(verticality_coefficient),50000,100,full,50000,0.17305099999999998,3.4610199999999997e-06,0.20010799999999998,4.002159999999999e-06
features.py:6(<module>),50000,100,full,1,8e-06,8e-06,0.291631,0.291631
extract.py:56(retrieve_accumulation_features),50000,100,full,50000,1.488211,2.976422e-05,320.943606,0.0064188721199999995
extract.py:183(all_features),50000,100,full,50001,4.415748,8.831319373612528e-05,408.16583199999997,0.00816315337693246
extract.py:14(<module>),50000,100,full,1,2.9e-05,2.9e-05,0.8662749999999999,0.8662749999999999
extract.py:33(build_neighborhood),50000,100,full,50000,0.308585,6.1717e-06,16.877254,0.00033754508000000003
__init__.py:4(<module>),50000,100,full,1,1e-06,1e-06,1e-06,1e-06
io.py:14(xyz),50000,100,full,1,0.00261,0.00261,26.162661,26.162661
io.py:82(write_features),50000,100,full,1,0.330605,0.330605,413.246715,413.246715
io.py:5(<module>),50000,100,full,1,1.1e-05,1.1e-05,0.014242,0.014242
features.py:12(accumulation_2d_neighborhood),1000,50,full,1,0.000148,0.000148,0.046327,0.046327
features.py:54(normalized_eigenvalues),1000,50,full,2000,0.013446,6.723e-06,0.025774,1.2886999999999999e-05
features.py:72(triangle_variance_space),1000,50,full,1000,0.008006,8.006e-06,0.020023,2.0022999999999998e-05
features.py:115(compute_3D_features),1000,50,full,1000,0.015982,1.5982e-05,0.046846,4.6846e-05
features.py:148(compute_2D_features),1000,50,full,1000,0.006425999999999999,6.425999999999999e-06,0.010208,1.0208e-05
features.py:168(compute_3D_properties),1000,50,full,1000,0.010298999999999999,1.0298999999999999e-05,0.107168,0.000107168
features.py:211(<listcomp>),1000,50,full,1000,0.12523499999999999,0.000125235,0.132468,0.000132468
features.py:195(compute_2D_properties),1000,50,full,1000,0.008199,8.198999999999999e-06,0.14327399999999998,0.00014327399999999998
features.py:218(verticality_coefficient),1000,50,full,1000,0.0035819999999999997,3.5819999999999998e-06,0.004088,4.088e-06
features.py:6(<module>),1000,50,full,1,7e-06,7e-06,0.27993799999999996,0.27993799999999996
extract.py:56(retrieve_accumulation_features),1000,50,full,1000,0.031620999999999996,3.1620999999999994e-05,6.383630999999999,0.006383630999999999
extract.py:183(all_features),1000,50,full,1001,0.08524899999999999,8.516383616383615e-05,7.975307,0.00796733966033966
extract.py:14(<module>),1000,50,full,1,1.8999999999999998e-05,1.8999999999999998e-05,0.7592979999999999,0.7592979999999999
extract.py:33(build_neighborhood),1000,50,full,1000,0.006408,6.4079999999999995e-06,0.23621399999999998,0.00023621399999999997
__init__.py:4(<module>),1000,50,full,1,1e-06,1e-06,1e-06,1e-06
io.py:14(xyz),1000,50,full,1,0.002309,0.002309,23.688776999999998,23.688776999999998
io.py:82(write_features),1000,50,full,1,0.006626,0.006626,8.079801,8.079801
io.py:5(<module>),1000,50,full,1,9.999999999999999e-06,9.999999999999999e-06,0.013423,0.013423
features.py:54(normalized_eigenvalues),10000,50,eigenvalues,20000,0.109676,5.4838e-06,0.21465099999999998,1.073255e-05
features.py:72(triangle_variance_space),10000,50,eigenvalues,10000,0.064466,6.446599999999999e-06,0.176886,1.76886e-05
features.py:115(compute_3D_features),10000,50,eigenvalues,10000,0.140478,1.40478e-05,0.422002,4.2200199999999996e-05
features.py:6(<module>),10000,50,eigenvalues,1,8e-06,8e-06,0.289292,0.289292
extract.py:124(eigen_features),10000,50,eigenvalues,10001,0.425857,4.258144185581442e-05,7.443813,0.0007443068693130686
extract.py:14(<module>),10000,50,eigenvalues,1,2.4e-05,2.4e-05,0.795261,0.795261
extract.py:33(build_neighborhood),10000,50,eigenvalues,10000,0.045506,4.5506e-06,2.1870309999999997,0.00021870309999999998
__init__.py:4(<module>),10000,50,eigenvalues,1,0.0,0.0,0.0,0.0
io.py:14(xyz),10000,50,eigenvalues,1,0.0015869999999999999,0.0015869999999999999,25.970229999999997,25.970229999999997
io.py:82(write_features),10000,50,eigenvalues,1,0.041756,0.041756,8.020254,8.020254
io.py:5(<module>),10000,50,eigenvalues,1,9e-06,9e-06,0.013117,0.013117
features.py:12(accumulation_2d_neighborhood),50000,20,full,1,0.000168,0.000168,0.066968,0.066968
features.py:54(normalized_eigenvalues),50000,20,full,100000,0.5673119999999999,5.67312e-06,1.087871,1.087871e-05
features.py:72(triangle_variance_space),50000,20,full,50000,0.341871,6.83742e-06,0.851549,1.703098e-05
features.py:115(compute_3D_features),50000,20,full,50000,0.636262,1.2725239999999999e-05,1.950081,3.900162e-05
features.py:148(compute_2D_features),50000,20,full,50000,0.256057,5.121139999999999e-06,0.420601,8.41202e-06
features.py:168(compute_3D_properties),50000,20,full,50000,0.436973,8.73946e-06,4.495862,8.991723999999999e-05
features.py:211(<listcomp>),50000,20,full,50000,2.48686,4.97372e-05,2.636955,5.27391e-05
features.py:195(compute_2D_properties),50000,20,full,50000,0.34380499999999997,6.876099999999999e-06,3.0595109999999996,6.119021999999999e-05
features.py:218(verticality_coefficient),50000,20,full,50000,0.151027,3.02054e-06,0.173263,3.46526e-06
features.py:6(<module>),50000,20,full,1,6e-06,6e-06,0.21589799999999998,0.21589799999999998
extract.py:56(retrieve_accumulation_features),50000,20,full,50000,1.2755699999999999,2.5511399999999998e-05,284.414093,0.00568828186
extract.py:183(all_features),50000,20,full,50001,3.4530269999999996,6.905915881682366e-05,348.79294699999997,0.006975719425611487
extract.py:14(<module>),50000,20,full,1,1.9999999999999998e-05,1.9999999999999998e-05,0.6183219999999999,0.6183219999999999
extract.py:33(build_neighborhood),50000,20,full,50000,0.263639,5.27278e-06,12.770785,0.0002554157
__init__.py:4(<module>),50000,20,full,1,1e-06,1e-06,1e-06,1e-06
io.py:14(xyz),50000,20,full,1,0.001945,0.001945,23.447283,23.447283
io.py:82(write_features),50000,20,full,1,0.29012,0.29012,353.355872,353.355872
io.py:5(<module>),50000,20,full,1,8e-06,8e-06,0.012948999999999999,0.012948999999999999
features.py:12(accumulation_2d_neighborhood),5000,100,full,1,0.000117,0.000117,0.046976,0.046976
features.py:54(normalized_eigenvalues),5000,100,full,10000,0.052466,5.2466e-06,0.100822,1.00822e-05
features.py:72(triangle_variance_space),5000,100,full,5000,0.030511999999999997,6.102399999999999e-06,0.077789,1.55578e-05
features.py:115(compute_3D_features),5000,100,full,5000,0.058622999999999995,1.17246e-05,0.179723,3.59446e-05
features.py:148(compute_2D_features),5000,100,full,5000,0.025022,5.0044e-06,0.04092,8.184e-06
features.py:168(compute_3D_properties),5000,100,full,5000,0.038426999999999996,7.6854e-06,0.41459999999999997,8.292e-05
features.py:211(<listcomp>),5000,100,full,5000,0.9499989999999999,0.0001899998,1.000154,0.0002000308
features.py:195(compute_2D_properties),5000,100,full,5000,0.032839,6.5678e-06,1.0488309999999998,0.00020976619999999997
features.py:218(verticality_coefficient),5000,100,full,5000,0.013753999999999999,2.7507999999999996e-06,0.015782,3.1564e-06
features.py:6(<module>),5000,100,full,1,7e-06,7e-06,0.22089099999999998,0.22089099999999998
extract.py:56(retrieve_accumulation_features),5000,100,full,5000,0.112437,2.2487399999999998e-05,24.302630999999998,0.0048605262
extract.py:183(all_features),5000,100,full,5001,0.336729,6.733233353329334e-05,30.971373,0.0061930359928014395
extract.py:14(<module>),5000,100,full,1,1.7e-05,1.7e-05,0.627315,0.627315
extract.py:33(build_neighborhood),5000,100,full,5000,0.025195,5.0389999999999995e-06,1.023347,0.0002046694
__init__.py:4(<module>),5000,100,full,1,0.0,0.0,0.0,0.0
io.py:14(xyz),5000,100,full,1,0.002499,0.002499,25.21692,25.21692
io.py:82(write_features),5000,100,full,1,0.027236999999999997,0.027236999999999997,31.384300999999997,31.384300999999997
io.py:5(<module>),5000,100,full,1,7e-06,7e-06,0.010525,0.010525
features.py:54(normalized_eigenvalues),1000,20,eigenvalues,2000,0.009798,4.899e-06,0.019278999999999998,9.639499999999998e-06
features.py:72(triangle_variance_space),1000,20,eigenvalues,1000,0.00552,5.52e-06,0.015636999999999998,1.5637e-05
features.py:115(compute_3D_features),1000,20,eigenvalues,1000,0.012169,1.2169e-05,0.03671,3.671e-05
features.py:6(<module>),1000,20,eigenvalues,1,7e-06,7e-06,0.217525,0.217525
extract.py:124(eigen_features),1000,20,eigenvalues,1001,0.032070999999999995,3.203896103896103e-05,0.57763,0.000577052947052947
extract.py:14(<module>),1000,20,eigenvalues,1,2.1e-05,2.1e-05,0.620177,0.620177
extract.py:33(build_neighborhood),1000,20,eigenvalues,1000,0.003594,3.594e-06,0.14582,0.00014582
__init__.py:4(<module>),1000,20,eigenvalues,1,0.0,0.0,0.0,0.0
io.py:14(xyz),1000,20,eigenvalues,1,0.0018239999999999999,0.0018239999999999999,25.567743999999998,25.567743999999998
io.py:82(write_features),1000,20,eigenvalues,1,0.003496,0.003496,0.628296,0.628296
io.py:5(<module>),1000,20,eigenvalues,1,8e-06,8e-06,0.013056,0.013056
features.py:54(normalized_eigenvalues),50000,100,alphabeta,50000,0.285803,5.716059999999999e-06,0.592437,1.184874e-05
features.py:72(triangle_variance_space),50000,100,alphabeta,50000,0.280524,5.61048e-06,0.872961,1.745922e-05
features.py:6(<module>),50000,100,alphabeta,1,9.999999999999999e-06,9.999999999999999e-06,0.292055,0.292055
extract.py:81(alphabeta_features),50000,100,alphabeta,50001,1.669209,3.3383512329753405e-05,32.097922,0.0006419456010879782
extract.py:14(<module>),50000,100,alphabeta,1,2.4999999999999998e-05,2.4999999999999998e-05,0.848086,0.848086
extract.py:33(build_neighborhood),50000,100,alphabeta,50000,0.188688,3.77376e-06,11.975734,0.00023951468
__init__.py:4(<module>),50000,100,alphabeta,1,0.0,0.0,0.0,0.0
io.py:14(xyz),50000,100,alphabeta,1,0.001648,0.001648,25.957928,25.957928
io.py:82(write_features),50000,100,alphabeta,1,0.135953,0.135953,33.604701999999996,33.604701999999996
io.py:5(<module>),50000,100,alphabeta,1,9.999999999999999e-06,9.999999999999999e-06,0.013056,0.013056
features.py:12(accumulation_2d_neighborhood),10000,50,full,1,0.000124,0.000124,0.052655,0.052655
features.py:54(normalized_eigenvalues),10000,50,full,20000,0.116682,5.8341e-06,0.22614499999999998,1.130725e-05
features.py:72(triangle_variance_space),10000,50,full,10000,0.068873,6.8873e-06,0.17507799999999998,1.75078e-05
features.py:115(compute_3D_features),10000,50,full,10000,0.130461,1.3046099999999999e-05,0.403088,4.03088e-05
features.py:148(compute_2D_features),10000,50,full,10000,0.050473,5.0473e-06,0.082884,8.2884e-06
features.py:168(compute_3D_properties),10000,50,full,10000,0.08314099999999999,8.314099999999999e-06,0.9132279999999999,9.132279999999999e-05
features.py:211(<listcomp>),10000,50,full,10000,1.116464,0.0001116464,1.180188,0.0001180188
features.py:195(compute_2D_properties),10000,50,full,10000,0.068925,6.8925e-06,1.271799,0.00012717989999999998
features.py:218(verticality_coefficient),10000,50,full,10000,0.030487,3.0487e-06,0.03487,3.487e-06
features.py:6(<module>),10000,50,full,1,1.1e-05,1.1e-05,0.29930399999999996,0.29930399999999996
extract.py:56(retrieve_accumulation_features),10000,50,full,10000,0.245713,2.45713e-05,53.876408,0.005387640799999999
extract.py:183(all_features),10000,50,full,10001,0.709002,7.089311068893111e-05,67.212469,0.006720574842515748
extract.py:14(<module>),10000,50,full,1,3.1e-05,3.1e-05,0.8500759999999999,0.8500759999999999
extract.py:33(build_neighborhood),10000,50,full,10000,0.050244,5.0244e-06,2.271239,0.0002271239
__init__.py:4(<module>),10000,50,full,1,0.0,0.0,0.0,0.0
io.py:14(xyz),10000,50,full,1,0.002028,0.002028,28.062331999999998,28.062331999999998
io.py:82(write_features),10000,50,full,1,0.058483,0.058483,68.11506899999999,68.11506899999999
io.py:5(<module>),10000,50,full,1,1.2e-05,1.2e-05,0.012556999999999999,0.012556999999999999
features.py:12(accumulation_2d_neighborhood),1000,100,full,1,0.000135,0.000135,0.044205,0.044205
features.py:54(normalized_eigenvalues),1000,100,full,2000,0.011779,5.8895e-06,0.022792,1.1396e-05
features.py:72(triangle_variance_space),1000,100,full,1000,0.006963,6.962999999999999e-06,0.017575,1.7575e-05
features.py:115(compute_3D_features),1000,100,full,1000,0.013101,1.3101e-05,0.040424999999999996,4.042499999999999e-05
features.py:148(compute_2D_features),1000,100,full,1000,0.005729,5.729e-06,0.009403,9.403e-06
features.py:168(compute_3D_properties),1000,100,full,1000,0.009237,9.237e-06,0.094688,9.4688e-05
features.py:211(<listcomp>),1000,100,full,1000,0.21565299999999998,0.00021565299999999998,0.226928,0.000226928
features.py:195(compute_2D_properties),1000,100,full,1000,0.0074849999999999995,7.4849999999999995e-06,0.237846,0.000237846
features.py:218(verticality_coefficient),1000,100,full,1000,0.003104,3.104e-06,0.00357,3.5699999999999997e-06
features.py:6(<module>),1000,100,full,1,6e-06,6e-06,0.217634,0.217634
extract.py:56(retrieve_accumulation_features),1000,100,full,1000,0.024558999999999997,2.4558999999999996e-05,5.440423,0.005440423
extract.py:183(all_features),1000,100,full,1001,0.07577199999999999,7.569630369630369e-05,6.948681,0.006941739260739261
extract.py:14(<module>),1000,100,full,1,1.8999999999999998e-05,1.8999999999999998e-05,0.620396,0.620396
extract.py:33(build_neighborhood),1000,100,full,1000,0.006166,6.166e-06,0.212645,0.000212645
__init__.py:4(<module>),1000,100,full,1,0.0,0.0,0.0,0.0
io.py:14(xyz),1000,100,full,1,0.0025299999999999997,0.0025299999999999997,22.779123,22.779123
io.py:82(write_features),1000,100,full,1,0.005608999999999999,0.005608999999999999,7.039046,7.039046
io.py:5(<module>),1000,100,full,1,6e-06,6e-06,0.010132,0.010132
features.py:54(normalized_eigenvalues),10000,100,eigenvalues,20000,0.10252,5.126e-06,0.201063,1.0053149999999999e-05
features.py:72(triangle_variance_space),10000,100,eigenvalues,10000,0.060085,6.0085e-06,0.164932,1.64932e-05
features.py:115(compute_3D_features),10000,100,eigenvalues,10000,0.128921,1.2892100000000001e-05,0.38837299999999997,3.8837299999999995e-05
features.py:6(<module>),10000,100,eigenvalues,1,8e-06,8e-06,0.221548,0.221548
extract.py:124(eigen_features),10000,100,eigenvalues,10001,0.417861,4.1781921807819216e-05,6.999607999999999,0.0006998908109189081
extract.py:14(<module>),10000,100,eigenvalues,1,2.4999999999999998e-05,2.4999999999999998e-05,0.6245029999999999,0.6245029999999999
extract.py:33(build_neighborhood),10000,100,eigenvalues,10000,0.041877,4.1877e-06,2.1344019999999997,0.00021344019999999998
__init__.py:4(<module>),10000,100,eigenvalues,1,1e-06,1e-06,1e-06,1e-06
io.py:14(xyz),10000,100,eigenvalues,1,0.001957,0.001957,24.0236,24.0236
io.py:82(write_features),10000,100,eigenvalues,1,0.037365999999999996,0.037365999999999996,7.530112,7.530112
io.py:5(<module>),10000,100,eigenvalues,1,9e-06,9e-06,0.013186,0.013186
features.py:54(normalized_eigenvalues),5000,50,alphabeta,5000,0.026364,5.2728e-06,0.054826,1.09652e-05
features.py:72(triangle_variance_space),5000,50,alphabeta,5000,0.025854,5.1708e-06,0.08068,1.6136e-05
features.py:6(<module>),5000,50,alphabeta,1,9e-06,9e-06,0.280154,0.280154
extract.py:81(alphabeta_features),5000,50,alphabeta,5001,0.13120199999999999,2.6235152969406116e-05,2.547886,0.0005094753049390122
extract.py:14(<module>),5000,50,alphabeta,1,2.6e-05,2.6e-05,0.815238,0.815238
extract.py:33(build_neighborhood),5000,50,alphabeta,5000,0.016396,3.2792000000000003e-06,0.7609929999999999,0.0001521986
__init__.py:4(<module>),5000,50,alphabeta,1,0.0,0.0,0.0,0.0
io.py:14(xyz),5000,50,alphabeta,1,0.0018369999999999999,0.0018369999999999999,24.540862,24.540862
io.py:82(write_features),5000,50,alphabeta,1,0.011318,0.011318,2.6857889999999998,2.6857889999999998
io.py:5(<module>),5000,50,alphabeta,1,1.4e-05,1.4e-05,0.012284999999999999,0.012284999999999999
features.py:54(normalized_eigenvalues),10000,100,alphabeta,10000,0.049596,4.9596e-06,0.10117999999999999,1.0117999999999999e-05
features.py:72(triangle_variance_space),10000,100,alphabeta,10000,0.047809,4.780899999999999e-06,0.14898899999999998,1.4898899999999999e-05
features.py:6(<module>),10000,100,alphabeta,1,6e-06,6e-06,0.225959,0.225959
extract.py:81(alphabeta_features),10000,100,alphabeta,10001,0.265722,2.6569543045695433e-05,4.962452,0.0004961955804419558
extract.py:14(<module>),10000,100,alphabeta,1,2.3e-05,2.3e-05,0.6780079999999999,0.6780079999999999
extract.py:33(build_neighborhood),10000,100,alphabeta,10000,0.030119999999999997,3.0119999999999997e-06,1.5933869999999999,0.0001593387
__init__.py:4(<module>),10000,100,alphabeta,1,1e-06,1e-06,1e-06,1e-06
io.py:14(xyz),10000,100,alphabeta,1,0.0015849999999999998,0.0015849999999999998,22.263339,22.263339
io.py:82(write_features),10000,100,alphabeta,1,0.021834,0.021834,5.217883,5.217883
io.py:5(<module>),10000,100,alphabeta,1,1.1e-05,1.1e-05,0.016038999999999998,0.016038999999999998
features.py:54(normalized_eigenvalues),5000,20,alphabeta,5000,0.029115,5.823e-06,0.060811,1.21622e-05
features.py:72(triangle_variance_space),5000,20,alphabeta,5000,0.029477,5.8954e-06,0.090288,1.8057599999999998e-05
features.py:6(<module>),5000,20,alphabeta,1,7e-06,7e-06,0.299915,0.299915
extract.py:81(alphabeta_features),5000,20,alphabeta,5001,0.13650099999999998,2.7294741051789638e-05,2.796817,0.000559251549690062
extract.py:14(<module>),5000,20,alphabeta,1,2.4e-05,2.4e-05,0.733517,0.733517
extract.py:33(build_neighborhood),5000,20,alphabeta,5000,0.018747,3.7494e-06,0.81916,0.000163832
__init__.py:4(<module>),5000,20,alphabeta,1,1e-06,1e-06,1e-06,1e-06
io.py:14(xyz),5000,20,alphabeta,1,0.002162,0.002162,25.400109999999998,25.400109999999998
io.py:82(write_features),5000,20,alphabeta,1,0.013798999999999999,0.013798999999999999,2.9564939999999997,2.9564939999999997
io.py:5(<module>),5000,20,alphabeta,1,9e-06,9e-06,0.013016,0.013016
features.py:54(normalized_eigenvalues),5000,100,alphabeta,5000,0.026888,5.3776e-06,0.056070999999999996,1.1214199999999998e-05
features.py:72(triangle_variance_space),5000,100,alphabeta,5000,0.026751999999999998,5.3504e-06,0.082823,1.6564599999999997e-05
features.py:6(<module>),5000,100,alphabeta,1,7e-06,7e-06,0.289361,0.289361
extract.py:81(alphabeta_features),5000,100,alphabeta,5001,0.148809,2.975584883023395e-05,2.771025,0.0005540941811637672
extract.py:14(<module>),5000,100,alphabeta,1,2.2e-05,2.2e-05,0.8541749999999999,0.8541749999999999
extract.py:33(build_neighborhood),5000,100,alphabeta,5000,0.017598,3.5195999999999997e-06,0.8696699999999999,0.000173934
__init__.py:4(<module>),5000,100,alphabeta,1,1e-06,1e-06,1e-06,1e-06
io.py:14(xyz),5000,100,alphabeta,1,0.002139,0.002139,24.788127,24.788127
io.py:82(write_features),5000,100,alphabeta,1,0.012568999999999999,0.012568999999999999,2.914735,2.914735
io.py:5(<module>),5000,100,alphabeta,1,8e-06,8e-06,0.015356,0.015356
